author_rank,author_name,author_key,inspire_author_recid,author_type,paper_count,frontier_count,frontiers,first_year,last_year,citable_paper_count,total_citations_on_coauthored_papers,mean_citations_on_coauthored_papers,max_citations_on_coauthored_papers
4324,"Catena, R.",INSPIRE:1032098,1032098,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4325,"Chakraborty, S.",INSPIRE:1056179,1056179,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4326,"Chan, C.",INSPIRE:1955911,1955911,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4327,"Chauvin, A.",INSPIRE:2046619,2046619,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4328,"Chavez, A. Cimental",INSPIRE:2046620,2046620,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4329,"Chawla, A.",INSPIRE:1246662,1246662,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4330,"Chepel, V.",INSPIRE:1027581,1027581,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4331,"Cichon, D.",INSPIRE:1601207,1601207,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4332,"Cimmino, B.",INSPIRE:1974496,1974496,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4333,"Clark, M.",INSPIRE:1041420,1041420,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4334,"Colijn, A.P.",INSPIRE:1013251,1013251,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4335,"Converse, M.V.",INSPIRE:1974508,1974508,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4336,"Cottle, A.",INSPIRE:1513749,1513749,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4337,"Cox, G.",INSPIRE:1974509,1974509,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4338,"Creaner, O.",INSPIRE:1911756,1911756,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4339,"Cussonneau, J.P.",INSPIRE:1012666,1012666,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4340,"Cutter, J.E.",INSPIRE:1380854,1380854,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4341,"D'Andrea, V.",INSPIRE:1494668,1494668,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4342,"David, A.",INSPIRE:2671187,2671187,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4343,"Di Gangi, P.",INSPIRE:1424184,1424184,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4344,"Di Giovanni, A.",INSPIRE:1056513,1056513,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4345,"Di Pede, S.",INSPIRE:1988067,1988067,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4346,"Dierle, J.",INSPIRE:1996271,1996271,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4347,"Diglio, S.",INSPIRE:1067128,1067128,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4348,"Doerenkamp, M.",INSPIRE:2046622,2046622,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4349,"Druszkiewicz, E.",INSPIRE:1284429,1284429,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4350,"Dunsky, D.",INSPIRE:1722659,1722659,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4351,"Eissing, H. Schulze",INSPIRE:1988090,1988090,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4352,"Elykov, A.",INSPIRE:1601196,1601196,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4353,"Eriksen, S.R.",INSPIRE:2755313,2755313,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4354,"Farrell, S.J.",INSPIRE:2046623,2046623,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4355,"Fayer, S.",INSPIRE:1073770,1073770,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4356,"Fearon, N.M.",INSPIRE:2753838,2753838,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4357,"Ferella, A.",INSPIRE:1059207,1059207,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4358,"Ferrari, C.",INSPIRE:2016179,2016179,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4359,"Fieguth, A.",INSPIRE:1601213,1601213,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4360,"Fiorucci, S.",INSPIRE:1040080,1040080,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4361,"Fischer, H.",INSPIRE:2053808,2053808,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4362,"Flaecher, H.",INSPIRE:1028357,1028357,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4363,"Flierman, M.",INSPIRE:2046624,2046624,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4364,"Florek, T.",INSPIRE:2046625,2046625,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4365,"Foot, R.",INSPIRE:1009716,1009716,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4366,"Fraser, E.D.",INSPIRE:1877975,1877975,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4367,"Frenk, C.S.",INSPIRE:1020036,1020036,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4368,"Frohlich, S.",INSPIRE:2046626,2046626,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4369,"Fruth, T.",INSPIRE:1491329,1491329,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4370,"Fulgione, W.",INSPIRE:1035730,1035730,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4371,"Fuselli, C.",INSPIRE:2046627,2046627,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4372,"Gaemers, P.",INSPIRE:1988069,1988069,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4373,"Gaior, R.",INSPIRE:1073824,1073824,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4374,"Garcia Garcia, I.",INSPIRE:1326071,1326071,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4375,"Garcia, J.J. Cuenca",INSPIRE:2046621,2046621,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4376,"García, D. Ramírez",INSPIRE:1601204,1601204,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4377,"Gibson, E.",INSPIRE:1008415,1008415,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4378,"Giovagnoli, D.",INSPIRE:2046629,2046629,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4379,"Girard, F.",INSPIRE:1008300,1008300,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4380,"Glade-Beucke, R.",INSPIRE:1988072,1988072,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4381,"Glück, F.",INSPIRE:1881311,1881311,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4382,"Grigat, J.",INSPIRE:1988073,1988073,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4383,"Guida, M.",INSPIRE:2035523,2035523,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4384,"Gwilliam, C.B.",INSPIRE:1067001,1067001,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4385,"Hall, L.J.",INSPIRE:1006934,1006934,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4386,"Hammann, R.",INSPIRE:1867677,1867677,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4387,"Hansmann-Menzemer, S.",INSPIRE:1024104,1024104,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4388,"Harata, R.",INSPIRE:2046633,2046633,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4389,"Hardin, S.P.",INSPIRE:2046634,2046634,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4390,"Hardy, C.A.",INSPIRE:1615065,1615065,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4391,"Hardy, E.",INSPIRE:1249666,1249666,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4392,"Hernandez, M.",INSPIRE:1709612,1709612,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4393,"Hils, C.",INSPIRE:1988074,1988074,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4394,"Hochrein, S.",INSPIRE:1956871,1956871,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4395,"Hoetzsch, L.",INSPIRE:1904715,1904715,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4396,"Hood, N.",INSPIRE:2617356,2617356,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4397,"Horn, M.",INSPIRE:1077546,1077546,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4398,"Howlett, J.",INSPIRE:1601194,1601194,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4399,"Huang, D.Q.",INSPIRE:1284431,1284431,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4400,"Huang, Y.",INSPIRE:2130075,2130075,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4401,"Hunt, D.",INSPIRE:2006960,2006960,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4402,"Iacovacci, M.",INSPIRE:1063414,1063414,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4403,"Iaquaniello, G.",INSPIRE:2046639,2046639,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4404,"Ide, R.",INSPIRE:1934923,1934923,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4405,"Ignarra, C.M.",INSPIRE:1060897,1060897,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4406,"Iloglu, G.",INSPIRE:2046640,2046640,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4407,"Jacquet, E.",INSPIRE:2913376,2913376,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4408,"Jahangir, O.",INSPIRE:1887477,1887477,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4409,"Jakob, J.",INSPIRE:1950450,1950450,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4410,"James, R.S.",INSPIRE:1974515,1974515,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4411,"Jansen, A.",INSPIRE:1913049,1913049,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4412,"Ji, W.",INSPIRE:1066923,1066923,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4413,"Joerg, F.",INSPIRE:1601211,1601211,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4414,"Johnson, J.",INSPIRE:2008556,2008556,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4415,"Joy, A.",INSPIRE:1909107,1909107,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4416,"Kaboth, A.C.",INSPIRE:1974516,1974516,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4417,"Kalhor, L.",INSPIRE:2142686,2142686,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4418,"Kanezaki, K.",INSPIRE:2046642,2046642,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4419,"Kar, K.",INSPIRE:1026636,1026636,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4420,"Kara, M.",INSPIRE:1870817,1870817,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4421,"Kato, N.",INSPIRE:2775316,2775316,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4422,"Kavrigin, P.",INSPIRE:1944602,1944602,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4423,"Kazama, S.",INSPIRE:1074112,1074112,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4424,"Keaveney, A.W.",INSPIRE:2046643,2046643,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4425,"Khaitan, D.",INSPIRE:1381469,1381469,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4426,"Khazov, A.",INSPIRE:1381470,1381470,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4427,"Khundzakishvili, G.",INSPIRE:2046644,2046644,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4428,"Khurana, I.",INSPIRE:1974521,1974521,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4429,"Kobayashi, M.",INSPIRE:1002518,1002518,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4430,"Kodroff, D.",INSPIRE:1974522,1974522,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4431,"Koltmann, G.",INSPIRE:2046648,2046648,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4432,"Kopec, A.",INSPIRE:1842301,1842301,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4433,"Korley, L.",INSPIRE:1974523,1974523,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4434,"Kornoukhov, V.N.",INSPIRE:1025271,1025271,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4435,"Korolkova, E.V.",INSPIRE:1037345,1037345,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4436,"Krauss, L.M.",INSPIRE:1001869,1001869,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4437,"Kuger, F.",INSPIRE:1257892,1257892,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4438,"Kumar, J.",INSPIRE:2349700,2349700,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4439,"LaCascio, L.",INSPIRE:2046650,2046650,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4440,"Laha, R.",INSPIRE:2423135,2423135,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4441,"Laine, Q.",INSPIRE:2046651,2046651,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4442,"Landsman, H.",INSPIRE:1032192,1032192,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4443,"Leason, E.A.",INSPIRE:1974524,1974524,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4444,"Leonard, D.S.",INSPIRE:1270823,1270823,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4445,"Lesko, K.T.",INSPIRE:1000503,1000503,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4446,"Levinson, L.",INSPIRE:1000425,1000425,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4447,"Li, I.",INSPIRE:1988079,1988079,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4448,"Liang, S.",INSPIRE:1065530,1065530,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4449,"Liebenthal, C.S.",INSPIRE:2046653,2046653,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4450,"Lin, J.",INSPIRE:1994746,1994746,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4451,"Lindemann, S.",INSPIRE:1078874,1078874,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4452,"Lindote, A.",INSPIRE:1027593,1027593,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4453,"Linehan, R.",INSPIRE:1246572,1246572,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4454,"Liu, K.",INSPIRE:1879799,1879799,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4455,"Liu, X.",INSPIRE:1874824,1874824,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4456,"Loizeau, J.",INSPIRE:2046662,2046662,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4457,"Lombardi, F.",INSPIRE:1078097,1078097,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4458,"Long, J.",INSPIRE:2739764,2739764,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4459,"Lopes, M.I.",INSPIRE:999838,999838,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4460,"Lopez Asamar, E.",INSPIRE:1070731,1070731,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4461,"Lorenzon, W.",INSPIRE:999796,999796,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4462,"Lu, C.",INSPIRE:999701,999701,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4463,"Luitz, S.",INSPIRE:999600,999600,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4464,"Ma, Y.",INSPIRE:2124580,2124580,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4465,"Macolino, C.",INSPIRE:1038789,1038789,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4466,"Maeda, T.",INSPIRE:2046666,2046666,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4467,"Mahlstedt, J.",INSPIRE:1074459,1074459,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4468,"Mancuso, A.",INSPIRE:2778273,2778273,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4469,"Manfredini, A.",INSPIRE:1074140,1074140,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4470,"Mannino, R.L.",INSPIRE:1887479,1887479,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4471,"Maouloud, S. Ahmed",INSPIRE:1789358,1789358,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4472,"Marangou, N.",INSPIRE:1887480,1887480,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4473,"March-Russell, J.",INSPIRE:998865,998865,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4474,"Marignetti, F.",INSPIRE:1988082,1988082,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4475,"Martens, K.",INSPIRE:998674,998674,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4476,"Martin, D. Antón",INSPIRE:3072840,3072840,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4477,"Martin, R.",INSPIRE:2317723,2317723,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4478,"Masbou, J.",INSPIRE:1270230,1270230,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4479,"Masson, D.",INSPIRE:998459,998459,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4480,"Masson, E.",INSPIRE:1492034,1492034,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4481,"Mastroianni, S.",INSPIRE:1078851,1078851,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4482,"Mastronardi, M.",INSPIRE:2046670,2046670,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4483,"Matias-Lopes, J.A.",INSPIRE:1054106,1054106,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4484,"McCarthy, M.E.",INSPIRE:1974529,1974529,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4485,"McFadden, N.",INSPIRE:1322806,1322806,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4486,"McGinness, E.",INSPIRE:1960265,1960265,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4487,"McLaughlin, J.",INSPIRE:1926172,1926172,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4488,"Meinhardt, P.",INSPIRE:2046671,2046671,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4489,"Messina, M.",INSPIRE:997698,997698,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4490,"Midha, R.",INSPIRE:2046672,2046672,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4491,"Milisavljevic, D.",INSPIRE:1049085,1049085,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4492,"Milosevic, B.",INSPIRE:2046673,2046673,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4493,"Milutinovic, S.",INSPIRE:2046674,2046674,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4494,"Mitra, S.A.",INSPIRE:2046675,2046675,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4495,"Mizrachi, E.",INSPIRE:1491327,1491327,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4496,"Mizukoshi, K.",INSPIRE:1729704,1729704,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4497,"Molinario, A.",INSPIRE:1423949,1423949,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4498,"Monte, A.",INSPIRE:1597932,1597932,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4499,"Moore, J.S.",INSPIRE:2046676,2046676,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4500,"Morad, J.A.",INSPIRE:1887481,1887481,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4501,"Morales Mendoza, J.D.",INSPIRE:1444297,1444297,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4502,"Morrison, E.",INSPIRE:1974532,1974532,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4503,"Morteau, E.",INSPIRE:2046677,2046677,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4504,"Morå, K.",INSPIRE:1454313,1454313,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4505,"Mosbacher, Y.",INSPIRE:1988083,1988083,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4506,"Mount, B.J.",INSPIRE:1974540,1974540,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4507,"Murra, M.",INSPIRE:1875697,1875697,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4508,"Musalhi, A.K. Al",INSPIRE:1974498,1974498,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4509,"Nakamura, S.",INSPIRE:2137853,2137853,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4510,"Nash, E.",INSPIRE:2046680,2046680,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4511,"Navaieelavasani, N.",INSPIRE:2046681,2046681,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4512,"Naylor, A.",INSPIRE:1887482,1887482,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4513,"Nedlik, C.",INSPIRE:1974542,1974542,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4514,"Nelson, H.N.",INSPIRE:995898,995898,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4515,"Nikoleyczik, J.A.",INSPIRE:1974544,1974544,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4516,"Niro, V.",INSPIRE:1056874,1056874,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4517,"Oberlack, U.G.",INSPIRE:1056331,1056331,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4518,"Obradovic, M.",INSPIRE:2046682,2046682,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4519,"Odgers, K.",INSPIRE:1873253,1873253,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4520,"Oikonomou, P.",INSPIRE:1949018,1949018,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4521,"Oliver-Mallory, K.",INSPIRE:1887483,1887483,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4522,"Oranday, A.",INSPIRE:2046683,2046683,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4523,"Orpwood, J.",INSPIRE:2046684,2046684,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4524,"Ozaki, K.",INSPIRE:1936320,1936320,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4525,"Paetsch, B.",INSPIRE:1995902,1995902,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4526,"Palacio, J.",INSPIRE:1247617,1247617,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4527,"Palmer, J.",INSPIRE:1066635,1066635,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4528,"Pandurovic, M.",INSPIRE:1046579,1046579,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4529,"Paredes, B. López",INSPIRE:1974528,1974528,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
4530,"Parlati, A.",INSPIRE:2046685,2046685,individual,1,5,CF | IF | NF | RPF | UF,2022,2022,1,218,218.0,218
